DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BT,090111,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BT,TOTAL,1,QUANTITY_IN_100KG,2013,83848.79,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BT,TOTAL,1,QUANTITY_IN_100KG,2023,133349.60,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BV,TOTAL,1,QUANTITY_IN_100KG,2013,178.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BV,TOTAL,1,QUANTITY_IN_100KG,2023,123.20,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BW,090111,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BW,TOTAL,1,QUANTITY_IN_100KG,2013,33496.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BW,TOTAL,1,QUANTITY_IN_100KG,2023,729954.54,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BY,090121,1,QUANTITY_IN_100KG,2013,48.97,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BY,090121,1,QUANTITY_IN_100KG,2023,0.28,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BY,090122,1,QUANTITY_IN_100KG,2023,0.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BY,09019090,1,QUANTITY_IN_100KG,2023,0.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BY,TOTAL,1,QUANTITY_IN_100KG,2013,99348281.15,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BY,TOTAL,1,QUANTITY_IN_100KG,2023,22403830.14,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BZ,090121,1,QUANTITY_IN_100KG,2023,0.10,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BZ,TOTAL,1,QUANTITY_IN_100KG,2013,609123.30,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,BZ,TOTAL,1,QUANTITY_IN_100KG,2023,1132868.52,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,090111,1,QUANTITY_IN_100KG,2013,0.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,090111,1,QUANTITY_IN_100KG,2023,4.12,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,090112,1,QUANTITY_IN_100KG,2023,5643.92,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,090121,1,QUANTITY_IN_100KG,2013,845.20,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,090121,1,QUANTITY_IN_100KG,2023,675.55,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,090122,1,QUANTITY_IN_100KG,2013,12.76,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,090122,1,QUANTITY_IN_100KG,2023,1.75,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,09019010,1,QUANTITY_IN_100KG,2023,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,09019090,1,QUANTITY_IN_100KG,2023,0.86,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,TOTAL,1,QUANTITY_IN_100KG,2013,252307079.15,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CA,TOTAL,1,QUANTITY_IN_100KG,2023,400897829.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CC,TOTAL,1,QUANTITY_IN_100KG,2013,5554.29,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CC,TOTAL,1,QUANTITY_IN_100KG,2023,582.10,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,090111,1,QUANTITY_IN_100KG,2013,29140.15,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,090111,1,QUANTITY_IN_100KG,2023,60050.32,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,090112,1,QUANTITY_IN_100KG,2023,0.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,090121,1,QUANTITY_IN_100KG,2023,6.14,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,090122,1,QUANTITY_IN_100KG,2023,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,09019090,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,TOTAL,1,QUANTITY_IN_100KG,2013,3932156.22,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CD,TOTAL,1,QUANTITY_IN_100KG,2023,3020146.72,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CF,090111,1,QUANTITY_IN_100KG,2013,1313.32,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CF,TOTAL,1,QUANTITY_IN_100KG,2013,124741.85,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CF,TOTAL,1,QUANTITY_IN_100KG,2023,227546.20,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CG,090111,1,QUANTITY_IN_100KG,2013,41996.06,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CG,090111,1,QUANTITY_IN_100KG,2023,23887.59,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CG,090121,1,QUANTITY_IN_100KG,2023,0.05,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CG,090122,1,QUANTITY_IN_100KG,2023,0.07,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CG,TOTAL,1,QUANTITY_IN_100KG,2013,15696494.85,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CG,TOTAL,1,QUANTITY_IN_100KG,2023,18487388.33,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090111,1,QUANTITY_IN_100KG,2013,1365.49,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090111,1,QUANTITY_IN_100KG,2023,599.35,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090112,1,QUANTITY_IN_100KG,2013,135.32,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090112,1,QUANTITY_IN_100KG,2023,204.58,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090121,1,QUANTITY_IN_100KG,2013,370856.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090121,1,QUANTITY_IN_100KG,2023,496893.76,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090122,1,QUANTITY_IN_100KG,2013,37782.83,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,090122,1,QUANTITY_IN_100KG,2023,33653.29,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,09019010,1,QUANTITY_IN_100KG,2013,2.59,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,09019010,1,QUANTITY_IN_100KG,2023,0.30,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,09019090,1,QUANTITY_IN_100KG,2013,641.18,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,09019090,1,QUANTITY_IN_100KG,2023,39.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,TOTAL,1,QUANTITY_IN_100KG,2013,155682299.97,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CH,TOTAL,1,QUANTITY_IN_100KG,2023,136892822.14,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,090111,1,QUANTITY_IN_100KG,2013,221600.74,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,090111,1,QUANTITY_IN_100KG,2023,146101.39,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,090121,1,QUANTITY_IN_100KG,2013,8.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,090121,1,QUANTITY_IN_100KG,2023,15.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,090122,1,QUANTITY_IN_100KG,2023,0.09,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,09019010,1,QUANTITY_IN_100KG,2023,0.51,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,09019090,1,QUANTITY_IN_100KG,2013,11.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,09019090,1,QUANTITY_IN_100KG,2023,0.04,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,TOTAL,1,QUANTITY_IN_100KG,2013,24529781.22,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CI,TOTAL,1,QUANTITY_IN_100KG,2023,32000101.94,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CK,TOTAL,1,QUANTITY_IN_100KG,2013,17550.29,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CK,TOTAL,1,QUANTITY_IN_100KG,2023,24895.75,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,090111,1,QUANTITY_IN_100KG,2013,840.07,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,090111,1,QUANTITY_IN_100KG,2023,311.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,090121,1,QUANTITY_IN_100KG,2013,542.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,090121,1,QUANTITY_IN_100KG,2023,0.04,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,090122,1,QUANTITY_IN_100KG,2013,54.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,09019090,1,QUANTITY_IN_100KG,2023,0.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,TOTAL,1,QUANTITY_IN_100KG,2013,49547662.36,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CL,TOTAL,1,QUANTITY_IN_100KG,2023,23431714.48,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,090111,1,QUANTITY_IN_100KG,2013,215644.67,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,090111,1,QUANTITY_IN_100KG,2023,93326.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,090112,1,QUANTITY_IN_100KG,2013,12.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,090112,1,QUANTITY_IN_100KG,2023,0.30,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,090121,1,QUANTITY_IN_100KG,2013,3.72,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,090121,1,QUANTITY_IN_100KG,2023,50.63,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,090122,1,QUANTITY_IN_100KG,2023,0.04,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,09019090,1,QUANTITY_IN_100KG,2023,1.43,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,TOTAL,1,QUANTITY_IN_100KG,2013,29505766.41,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CM,TOTAL,1,QUANTITY_IN_100KG,2023,34024042.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090111,1,QUANTITY_IN_100KG,2013,423446.77,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090111,1,QUANTITY_IN_100KG,2023,65404.29,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090112,1,QUANTITY_IN_100KG,2013,4.05,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090112,1,QUANTITY_IN_100KG,2023,0.20,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090121,1,QUANTITY_IN_100KG,2013,2355.30,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090121,1,QUANTITY_IN_100KG,2023,323.73,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090122,1,QUANTITY_IN_100KG,2013,327.80,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,090122,1,QUANTITY_IN_100KG,2023,4.86,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,09019010,1,QUANTITY_IN_100KG,2013,0.58,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,09019010,1,QUANTITY_IN_100KG,2023,0.11,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,09019090,1,QUANTITY_IN_100KG,2013,59.05,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,09019090,1,QUANTITY_IN_100KG,2023,44.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,TOTAL,1,QUANTITY_IN_100KG,2013,459177225.07,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CN,TOTAL,1,QUANTITY_IN_100KG,2023,713495597.39,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090111,1,QUANTITY_IN_100KG,2013,1137789.89,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090111,1,QUANTITY_IN_100KG,2023,1120989.19,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090112,1,QUANTITY_IN_100KG,2013,3654.53,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090112,1,QUANTITY_IN_100KG,2023,5732.99,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090121,1,QUANTITY_IN_100KG,2013,1001.93,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090121,1,QUANTITY_IN_100KG,2023,2042.04,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090122,1,QUANTITY_IN_100KG,2013,24.05,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,090122,1,QUANTITY_IN_100KG,2023,11.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,09019010,1,QUANTITY_IN_100KG,2013,0.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,09019010,1,QUANTITY_IN_100KG,2023,16.69,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,09019090,1,QUANTITY_IN_100KG,2013,0.38,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,09019090,1,QUANTITY_IN_100KG,2023,9.74,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,TOTAL,1,QUANTITY_IN_100KG,2013,382041215.99,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CO,TOTAL,1,QUANTITY_IN_100KG,2023,192595030.94,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090111,1,QUANTITY_IN_100KG,2013,188257.83,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090111,1,QUANTITY_IN_100KG,2023,122406.71,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090112,1,QUANTITY_IN_100KG,2013,16.65,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090112,1,QUANTITY_IN_100KG,2023,64.66,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090121,1,QUANTITY_IN_100KG,2013,244.76,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090121,1,QUANTITY_IN_100KG,2023,123.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090122,1,QUANTITY_IN_100KG,2013,2.90,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,090122,1,QUANTITY_IN_100KG,2023,0.36,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,09019010,1,QUANTITY_IN_100KG,2023,18.48,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,09019090,1,QUANTITY_IN_100KG,2013,0.04,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,09019090,1,QUANTITY_IN_100KG,2023,0.48,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,TOTAL,1,QUANTITY_IN_100KG,2013,17231158.24,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CR,TOTAL,1,QUANTITY_IN_100KG,2023,23288096.77,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CU,090111,1,QUANTITY_IN_100KG,2013,2975.82,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CU,090111,1,QUANTITY_IN_100KG,2023,5577.77,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CU,090121,1,QUANTITY_IN_100KG,2013,205.14,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CU,090121,1,QUANTITY_IN_100KG,2023,89.85,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CU,TOTAL,1,QUANTITY_IN_100KG,2013,7154369.30,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CU,TOTAL,1,QUANTITY_IN_100KG,2023,1775448.86,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CV,090111,1,QUANTITY_IN_100KG,2013,1.80,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CV,090111,1,QUANTITY_IN_100KG,2023,35.94,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CV,090121,1,QUANTITY_IN_100KG,2023,0.70,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CV,TOTAL,1,QUANTITY_IN_100KG,2013,146883.64,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CV,TOTAL,1,QUANTITY_IN_100KG,2023,138264.69,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CW,090121,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CW,TOTAL,1,QUANTITY_IN_100KG,2013,871939.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CW,TOTAL,1,QUANTITY_IN_100KG,2023,27052.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CX,TOTAL,1,QUANTITY_IN_100KG,2013,150.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CX,TOTAL,1,QUANTITY_IN_100KG,2023,271.63,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090111,1,QUANTITY_IN_100KG,2013,2144.57,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090111,1,QUANTITY_IN_100KG,2023,605.52,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090112,1,QUANTITY_IN_100KG,2013,124.20,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090112,1,QUANTITY_IN_100KG,2023,1.83,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090121,1,QUANTITY_IN_100KG,2013,3230.69,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090121,1,QUANTITY_IN_100KG,2023,1733.81,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090122,1,QUANTITY_IN_100KG,2013,46.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,090122,1,QUANTITY_IN_100KG,2023,36.94,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,09019090,1,QUANTITY_IN_100KG,2013,9.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,09019090,1,QUANTITY_IN_100KG,2023,16.58,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,TOTAL,1,QUANTITY_IN_100KG,2013,9150332.49,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CY,TOTAL,1,QUANTITY_IN_100KG,2023,8152310.95,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090111,1,QUANTITY_IN_100KG,2013,2491.36,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090111,1,QUANTITY_IN_100KG,2023,6429.68,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090112,1,QUANTITY_IN_100KG,2013,2375.87,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090112,1,QUANTITY_IN_100KG,2023,52.28,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090121,1,QUANTITY_IN_100KG,2013,130855.83,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090121,1,QUANTITY_IN_100KG,2023,207782.84,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090122,1,QUANTITY_IN_100KG,2013,2231.87,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,090122,1,QUANTITY_IN_100KG,2023,7502.26,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,09019010,1,QUANTITY_IN_100KG,2013,3.56,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,09019010,1,QUANTITY_IN_100KG,2023,22.67,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,09019090,1,QUANTITY_IN_100KG,2013,233.41,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,09019090,1,QUANTITY_IN_100KG,2023,327.93,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,TOTAL,1,QUANTITY_IN_100KG,2013,548412554.64,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,CZ,TOTAL,1,QUANTITY_IN_100KG,2023,596302790.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090111,1,QUANTITY_IN_100KG,2013,1629569.78,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090111,1,QUANTITY_IN_100KG,2023,1662449.35,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090112,1,QUANTITY_IN_100KG,2013,345141.38,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090112,1,QUANTITY_IN_100KG,2023,230097.43,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090121,1,QUANTITY_IN_100KG,2013,1504247.81,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090121,1,QUANTITY_IN_100KG,2023,2133415.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090122,1,QUANTITY_IN_100KG,2013,69424.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,090122,1,QUANTITY_IN_100KG,2023,94953.49,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,09019010,1,QUANTITY_IN_100KG,2013,2308.74,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,09019010,1,QUANTITY_IN_100KG,2023,48.74,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,09019090,1,QUANTITY_IN_100KG,2013,44420.49,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,09019090,1,QUANTITY_IN_100KG,2023,56933.52,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,TOTAL,1,QUANTITY_IN_100KG,2013,2770709622.57,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DE,TOTAL,1,QUANTITY_IN_100KG,2023,2685166527.84,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DJ,090111,1,QUANTITY_IN_100KG,2013,5548.55,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DJ,090111,1,QUANTITY_IN_100KG,2023,962.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DJ,09019090,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DJ,TOTAL,1,QUANTITY_IN_100KG,2013,44499.56,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DJ,TOTAL,1,QUANTITY_IN_100KG,2023,12463.64,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090111,1,QUANTITY_IN_100KG,2013,5643.68,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090111,1,QUANTITY_IN_100KG,2023,925.21,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090112,1,QUANTITY_IN_100KG,2013,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090112,1,QUANTITY_IN_100KG,2023,110.93,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090121,1,QUANTITY_IN_100KG,2013,46321.47,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090121,1,QUANTITY_IN_100KG,2023,137674.95,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090122,1,QUANTITY_IN_100KG,2013,174.05,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,090122,1,QUANTITY_IN_100KG,2023,1544.44,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,09019010,1,QUANTITY_IN_100KG,2023,139.71,
